lc ,lpref ,
http://urn.fi/URN:NBN:fi:au:lapponica:L905 ,otsonikato ,otsonajávku
http://urn.fi/URN:NBN:fi:au:lapponica:L906 ,Ounasjoki-liike ,Ovnnesjohka-lihkadus (S)
http://urn.fi/URN:NBN:fi:au:lapponica:L907 ,Pahtavaara ,Pahtavaara (S)
http://urn.fi/URN:NBN:fi:au:lapponica:L908 ,paikallisbibliografiat ,báikkálašbibliografiijat
http://urn.fi/URN:NBN:fi:au:lapponica:L909 ,paikallishallinto ,báikkálašhálddahus
http://urn.fi/URN:NBN:fi:au:lapponica:L910 ,paikallishistoria ,báikkálašhistorjá
http://urn.fi/URN:NBN:fi:au:lapponica:L663 ,paikallishistoriat ,báikkálašhistorjját
http://urn.fi/URN:NBN:fi:au:lapponica:L911 ,paikalliskokoelmat ,báikkálaščoakkáldagat
http://urn.fi/URN:NBN:fi:au:lapponica:L912 ,paikalliskulttuuri ,báikkálaškultuvra
http://urn.fi/URN:NBN:fi:au:lapponica:L747 ,paikannimet ,báikenamat
http://urn.fi/URN:NBN:fi:au:lapponica:L913 ,paimentolaiset ,guođoheaddjit
http://urn.fi/URN:NBN:fi:au:lapponica:L915 ,paimentolaiskulttuurit ,guođoheaddjikultuvrrat
http://urn.fi/URN:NBN:fi:au:lapponica:L916 ,pakkanen ,buolaš
http://urn.fi/URN:NBN:fi:au:lapponica:L917 ,pakolaiset ,báhtareaddjit
http://urn.fi/URN:NBN:fi:au:lapponica:L919 ,paleltumat ,galbmonat
http://urn.fi/URN:NBN:fi:au:lapponica:L802 ,paliskunnat ,bálgosat
http://urn.fi/URN:NBN:fi:au:lapponica:L920 ,Palosalmen metsätyömieskoti ,Palosalmi vuovdebargiidruoktu (Y)
http://urn.fi/URN:NBN:fi:au:lapponica:L921 ,palsasuot ,balsajeakkit
http://urn.fi/URN:NBN:fi:au:lapponica:L869 ,paluumuutto ,ruovttoluottafárren
http://urn.fi/URN:NBN:fi:au:lapponica:L502 ,parantajat ,guvhllárat
http://urn.fi/URN:NBN:fi:au:lapponica:L769 ,partisaanit ,partisánat
http://urn.fi/URN:NBN:fi:au:lapponica:L881 ,paulat ,vuoddagat
http://urn.fi/URN:NBN:fi:au:lapponica:L924 ,pedot ,spiret
http://urn.fi/URN:NBN:fi:au:lapponica:L925 ,peikot ,stálut
http://urn.fi/URN:NBN:fi:au:lapponica:L504 ,pelimannimusiikki ,pelimánnamusihkka
http://urn.fi/URN:NBN:fi:au:lapponica:L454 ,perhokalastus ,dolgevuoggabivdu
http://urn.fi/URN:NBN:fi:au:lapponica:L926 ,perhonsidonta ,dolgevuoggačatnan
http://urn.fi/URN:NBN:fi:au:lapponica:L465 ,perhot ,dolgevuokkat
http://urn.fi/URN:NBN:fi:au:lapponica:L927 ,periferiat ,periferiijat
http://urn.fi/URN:NBN:fi:au:lapponica:L497 ,perimätieto ,árbediehtu
http://urn.fi/URN:NBN:fi:au:lapponica:L234 ,perinnemusiikki ,árbevirolaš musihkka
http://urn.fi/URN:NBN:fi:au:lapponica:L931 ,perinneruoat ,árbevierroborramušat
http://urn.fi/URN:NBN:fi:au:lapponica:L932 ,perinnetieteet ,árbevierrodiehtagat
http://urn.fi/URN:NBN:fi:au:lapponica:L618 ,permiläiset kansat ,permalaš álbmogat
http://urn.fi/URN:NBN:fi:au:lapponica:L1188 ,Permin Komi ,Perma Komi
http://urn.fi/URN:NBN:fi:au:lapponica:L860 ,peräpohjalaismurteet ,peräpohjalašsuopmanat
http://urn.fi/URN:NBN:fi:au:lapponica:L51 ,peräpohjalaisuus ,peräpohjalašvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L934 ,peskit ,beaskkat
http://urn.fi/URN:NBN:fi:au:lapponica:L5 ,petoeläimet ,boraspiret
http://urn.fi/URN:NBN:fi:au:lapponica:L713 ,petolinnut ,boralottit
http://urn.fi/URN:NBN:fi:au:lapponica:L937 ,petovahingot ,spirevahágat
http://urn.fi/URN:NBN:fi:au:lapponica:L938 ,petsamolaiset ,beahcánlaččat
http://urn.fi/URN:NBN:fi:au:lapponica:L939 ,Petsamon luostari ,Beahcáma kloasttar (Y)
http://urn.fi/URN:NBN:fi:au:lapponica:L705 ,peuralaisuus ,peuralašvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L940 ,peuranpyynti ,
http://urn.fi/URN:NBN:fi:au:lapponica:L313 ,peurat ,gottit
http://urn.fi/URN:NBN:fi:au:lapponica:L942 ,pidginkielet ,pidgigielat
http://urn.fi/URN:NBN:fi:au:lapponica:L275 ,piekana ,boaimmáš
http://urn.fi/URN:NBN:fi:au:lapponica:L287 ,pietismi ,pietisma
http://urn.fi/URN:NBN:fi:au:lapponica:L66 ,piirihallinto ,birehálddahus
http://urn.fi/URN:NBN:fi:au:lapponica:L945 ,piitimensaame ,biŧonsápmi
http://urn.fi/URN:NBN:fi:au:lapponica:L946 ,pikkuesikoiset ,pikkuesikoislaččat
http://urn.fi/URN:NBN:fi:au:lapponica:L800 ,pirkat ,
http://urn.fi/URN:NBN:fi:au:lapponica:L420 ,pirkkalaiset ,birkelaččat
http://urn.fi/URN:NBN:fi:au:lapponica:L947 ,pitäjänhistoriat ,suohkanhistorjját
http://urn.fi/URN:NBN:fi:au:lapponica:L948 ,pitäjät (vain hist.) ,suohkanat (dušše hist.)
http://urn.fi/URN:NBN:fi:au:lapponica:L1192 ,Pohjoinen jäämeri ,Davvi jiekŋamearra
http://urn.fi/URN:NBN:fi:au:lapponica:L486 ,pohjoinen ulottuvuus ,davvidimenšuvdna
http://urn.fi/URN:NBN:fi:au:lapponica:L950 ,pohjoiset kansat (Venäjä) ,davviálbmogat (Ruošša)
http://urn.fi/URN:NBN:fi:au:lapponica:L1169 ,Pohjoiskalotti ,Davvikalohtta
http://urn.fi/URN:NBN:fi:au:lapponica:L164 ,Pohjoiskalotti : yhteistyö ,Davvikalohtta : ovttasbargu
http://urn.fi/URN:NBN:fi:au:lapponica:L951 ,pohjoiskalottikonferenssit ,davvikalohttakonfereanssat
http://urn.fi/URN:NBN:fi:au:lapponica:L487 ,pohjoismainen yhteistyö ,davviriikalaš ovttasbargu
http://urn.fi/URN:NBN:fi:au:lapponica:L113 ,pohjoisnapa ,davvipola
http://urn.fi/URN:NBN:fi:au:lapponica:L952 ,pohjoissaame ,davvisápmi
http://urn.fi/URN:NBN:fi:au:lapponica:L953 ,poikkinainti ,rastánáitin
http://urn.fi/URN:NBN:fi:au:lapponica:L336 ,polaarieskimot ,polárinuihtat
http://urn.fi/URN:NBN:fi:au:lapponica:L123 ,polaaritutkimus ,polárdutkan
http://urn.fi/URN:NBN:fi:au:lapponica:L955 ,Poljarnyje Zori ,Poljarnyje Zori (Y)
http://urn.fi/URN:NBN:fi:au:lapponica:L555 ,pomorikauppa ,pomorgávpi
http://urn.fi/URN:NBN:fi:au:lapponica:L958 ,pomorit ,pomorat
http://urn.fi/URN:NBN:fi:au:lapponica:L314 ,poro ,boazu
http://urn.fi/URN:NBN:fi:au:lapponica:L960 ,poro : kuolleisuus ,boazu : jámut
http://urn.fi/URN:NBN:fi:au:lapponica:L962 ,poro : kuormaus ,boazu : noađuheapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L964 ,poro : lypsy ,boazu : bahčin
http://urn.fi/URN:NBN:fi:au:lapponica:L966 ,poro : sarvet ,boazu : čoarvvit
http://urn.fi/URN:NBN:fi:au:lapponica:L967 ,poro : vasat ,boazu : miesit
http://urn.fi/URN:NBN:fi:au:lapponica:L969 ,poro : vasonta ,boazu : guottet
http://urn.fi/URN:NBN:fi:au:lapponica:L970 ,poroaidat ,boazoáiddit
http://urn.fi/URN:NBN:fi:au:lapponica:L971 ,poroerotus ,rátkin
http://urn.fi/URN:NBN:fi:au:lapponica:L188 ,porokilpailut ,boazogilvovuodjimat
http://urn.fi/URN:NBN:fi:au:lapponica:L604 ,porokoirat ,boazobeatnagat
http://urn.fi/URN:NBN:fi:au:lapponica:L975 ,porolaidunsopimukset ,boazoguohtoneanasoahpamušat
http://urn.fi/URN:NBN:fi:au:lapponica:L976 ,poromerkit ,boazomearkkat
http://urn.fi/URN:NBN:fi:au:lapponica:L977 ,poromiehet ,badjeolbmot
http://urn.fi/URN:NBN:fi:au:lapponica:L979 ,poromäärät ,boazologut
http://urn.fi/URN:NBN:fi:au:lapponica:L978 ,poronhoitajat ,boazodoallit
http://urn.fi/URN:NBN:fi:au:lapponica:L803 ,poronhoito ,boazodoallu
http://urn.fi/URN:NBN:fi:au:lapponica:L981 ,poronhoito (oppiaine) ,boazodoallu (oahppaávnnas)
http://urn.fi/URN:NBN:fi:au:lapponica:L982 ,poronhoito : laitumet ,boazodoallu : guohtoneatnamat
http://urn.fi/URN:NBN:fi:au:lapponica:L378 ,poronhoito : paimentolaiset ,boazodoallu : guođoheadjjit
http://urn.fi/URN:NBN:fi:au:lapponica:L983 ,poronhoito : tarhaus ,boazodoallu : gárdun
http://urn.fi/URN:NBN:fi:au:lapponica:L972 ,poronhoito : teurastus ,boazodoallu : njuovvan
http://urn.fi/URN:NBN:fi:au:lapponica:L984 ,poronhoito : vasanmerkintä ,boazudoallu : miessemearkun
http://urn.fi/URN:NBN:fi:au:lapponica:L986 ,poronhoito-oikeus ,boazodoallovuoigatvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L985 ,poronhoitoalue ,boazodoalloguovlu
http://urn.fi/URN:NBN:fi:au:lapponica:L987 ,poronjalostus ,boazonállašuhttin
http://urn.fi/URN:NBN:fi:au:lapponica:L988 ,poronliha ,bohccobiergu
http://urn.fi/URN:NBN:fi:au:lapponica:L965 ,poronmaito ,bohccomielki
http://urn.fi/URN:NBN:fi:au:lapponica:L989 ,poronnahka ,bohcconáhkki
http://urn.fi/URN:NBN:fi:au:lapponica:L990 ,porontalja ,bohccoduollji
http://urn.fi/URN:NBN:fi:au:lapponica:L991 ,poronturkis ,bohccodorkkas
http://urn.fi/URN:NBN:fi:au:lapponica:L379 ,poropaimentolaisuus ,badjedilli
http://urn.fi/URN:NBN:fi:au:lapponica:L992 ,porosaamelaiset ,boazosámit
http://urn.fi/URN:NBN:fi:au:lapponica:L994 ,porotalous ,boazoekonomiija
http://urn.fi/URN:NBN:fi:au:lapponica:L780 ,porotilamatkailu ,boazodálloturisma
http://urn.fi/URN:NBN:fi:au:lapponica:L150 ,porotilat ,boazodálut
http://urn.fi/URN:NBN:fi:au:lapponica:L995 ,porotutkimus ,boazodutkan
http://urn.fi/URN:NBN:fi:au:lapponica:L961 ,porovahingot ,boazovahágat
http://urn.fi/URN:NBN:fi:au:lapponica:L996 ,porovarkaudet ,boazosuolavuođat
http://urn.fi/URN:NBN:fi:au:lapponica:L997 ,Porttipahta ,Poartabákti
http://urn.fi/URN:NBN:fi:au:lapponica:L42 ,pujottelu ,skirvehallan
http://urn.fi/URN:NBN:fi:au:lapponica:L2 ,pulkat ,bulkorat
http://urn.fi/URN:NBN:fi:au:lapponica:L440 ,puolikielisyys ,beallegielalašvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L735 ,puolukka ,jokŋá
http://urn.fi/URN:NBN:fi:au:lapponica:L611 ,puulajit ,muorrašlájat
http://urn.fi/URN:NBN:fi:au:lapponica:L998 ,puunjalostusteollisuus ,muorraovddosdikšunindustriija
http://urn.fi/URN:NBN:fi:au:lapponica:L255 ,puunkorjuu ,muorrarádjan
http://urn.fi/URN:NBN:fi:au:lapponica:L999 ,puuraja ,orda
http://urn.fi/URN:NBN:fi:au:lapponica:L573 ,puutavara ,muorramateriála
http://urn.fi/URN:NBN:fi:au:lapponica:L675 ,puutyöt ,muorraduojit
http://urn.fi/URN:NBN:fi:au:lapponica:L537 ,pyhät paikat ,bassi báikkit
http://urn.fi/URN:NBN:fi:au:lapponica:L1000 ,pyydykset ,bivdosat
http://urn.fi/URN:NBN:fi:au:lapponica:L94 ,pyynti ,bivdu
http://urn.fi/URN:NBN:fi:au:lapponica:L127 ,pyyntikulttuurit ,bivdokultuvrrat
http://urn.fi/URN:NBN:fi:au:lapponica:L1004 ,pyyntikuopat ,bivdorokkit
http://urn.fi/URN:NBN:fi:au:lapponica:L450 ,pyyntimiehet ,bivddárat
http://urn.fi/URN:NBN:fi:au:lapponica:L463 ,pyyntivälineet ,bivdoneavvut
http://urn.fi/URN:NBN:fi:au:lapponica:L301 ,pöllöt ,skuolffit
http://urn.fi/URN:NBN:fi:au:lapponica:L1005 ,Raajärvi ,Raajärvi (Y)
http://urn.fi/URN:NBN:fi:au:lapponica:L1006 ,raanut ,ránut
http://urn.fi/URN:NBN:fi:au:lapponica:L1007 ,radioaktiivinen laskeuma ,radioaktiivvalaš luoitin
http://urn.fi/URN:NBN:fi:au:lapponica:L1008 ,radioaktiivinen säteily ,radioaktiivvalaš suonjardeapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1009 ,radioaktiivisuus ,radioaktiivvalašvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L1010 ,rahdinajo ,fráktavuodjin
http://urn.fi/URN:NBN:fi:au:lapponica:L556 ,rajakauppa ,rádjegávpi
http://urn.fi/URN:NBN:fi:au:lapponica:L54 ,rajakuntayhteistyö ,rádjegielddaid ovttasbargu
http://urn.fi/URN:NBN:fi:au:lapponica:L1012 ,rajaliikenne ,rádjejohtalus
http://urn.fi/URN:NBN:fi:au:lapponica:L1013 ,rajanylityspaikat ,rádjerasttildanbáikkit
http://urn.fi/URN:NBN:fi:au:lapponica:L928 ,rajaseudut ,rádjeguovllut
http://urn.fi/URN:NBN:fi:au:lapponica:L1014 ,rajaseututyö ,rádjeguovlobargu
http://urn.fi/URN:NBN:fi:au:lapponica:L1015 ,rajat ,rájit
http://urn.fi/URN:NBN:fi:au:lapponica:L1016 ,rajavartiostot ,rádjegozihanbáikkit
http://urn.fi/URN:NBN:fi:au:lapponica:L1017 ,rajavesistöt ,rádječázádagat
http://urn.fi/URN:NBN:fi:au:lapponica:L516 ,rakennusperinne ,huksenárbi
http://urn.fi/URN:NBN:fi:au:lapponica:L1018 ,rakennussuojelu ,vistesuodjalepmi
http://urn.fi/URN:NBN:fi:au:lapponica:L390 ,rakovalkea ,
http://urn.fi/URN:NBN:fi:au:lapponica:L1019 ,Ranuan eläinpuisto ,Ranua ealliidpárka (Y)
http://urn.fi/URN:NBN:fi:au:lapponica:L1020 ,rasismi ,rasisma
http://urn.fi/URN:NBN:fi:au:lapponica:L1023 ,raskasmetallit ,lossametállat
http://urn.fi/URN:NBN:fi:au:lapponica:L706 ,rauhansanalaisuus ,Ráfi Sáni lestadiolašvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L1025 ,Rautuvaara ,Rautuvaara (Y)
http://urn.fi/URN:NBN:fi:au:lapponica:L3 ,reet ,reagat
http://urn.fi/URN:NBN:fi:au:lapponica:L52 ,regionalismi ,regionalisma
http://urn.fi/URN:NBN:fi:au:lapponica:L605 ,rekikoirat ,reahkabeatnagat
http://urn.fi/URN:NBN:fi:au:lapponica:L1026 ,reput ,rehpot
http://urn.fi/URN:NBN:fi:au:lapponica:L201 ,retkeily ,vánddardeapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1028 ,retkeilyalueet ,vánddardanguovllut
http://urn.fi/URN:NBN:fi:au:lapponica:L158 ,retkeilymajat ,vánddardanstobut
http://urn.fi/URN:NBN:fi:au:lapponica:L749 ,retkeilyreitit ,vánddardanjohtolagat
http://urn.fi/URN:NBN:fi:au:lapponica:L783 ,retkeilyvarusteet ,vánddardanbiergasat
http://urn.fi/URN:NBN:fi:au:lapponica:L1030 ,revontulet ,guovssahasat
http://urn.fi/URN:NBN:fi:au:lapponica:L590 ,riekko ,rievssat
http://urn.fi/URN:NBN:fi:au:lapponica:L1031 ,riista ,meahcivallji
http://urn.fi/URN:NBN:fi:au:lapponica:L1032 ,riistaeläimet ,fuođđut
http://urn.fi/URN:NBN:fi:au:lapponica:L444 ,riistakannat ,fuođđonálit
http://urn.fi/URN:NBN:fi:au:lapponica:L714 ,riistalinnut ,fuođđolottit
http://urn.fi/URN:NBN:fi:au:lapponica:L833 ,riistanhoito ,fuođđodikšun
http://urn.fi/URN:NBN:fi:au:lapponica:L1027 ,rinkat ,rápmalávkkat
http://urn.fi/URN:NBN:fi:au:lapponica:L644 ,rituaalit ,rituálat
http://urn.fi/URN:NBN:fi:au:lapponica:L210 ,rock ,rock
http://urn.fi/URN:NBN:fi:au:lapponica:L1022 ,rotusyrjintä ,nállevealaheapmi
http://urn.fi/URN:NBN:fi:au:lapponica:L1034 ,routa ,duollu
http://urn.fi/URN:NBN:fi:au:lapponica:L569 ,routavauriot ,duollovahágat
http://urn.fi/URN:NBN:fi:au:lapponica:L1035 ,Rovala ,Rovala (Y)
http://urn.fi/URN:NBN:fi:au:lapponica:L1037 ,Ruijan suomalaiset ,Finnmárkku suopmelaččat
http://urn.fi/URN:NBN:fi:au:lapponica:L471 ,ruijanpallas ,bálddis
http://urn.fi/URN:NBN:fi:au:lapponica:L498 ,rumpulaulut ,goavddeslávlagat
http://urn.fi/URN:NBN:fi:au:lapponica:L507 ,rumputanssi ,goavddesdánsun
http://urn.fi/URN:NBN:fi:au:lapponica:L517 ,ruokaperinne ,borramušárbi
http://urn.fi/URN:NBN:fi:au:lapponica:L715 ,ruokit ,hálkkat
http://urn.fi/URN:NBN:fi:au:lapponica:L131 ,ruotsalaistaminen ,ruoŧaiduhttin
http://urn.fi/URN:NBN:fi:au:lapponica:L606 ,ruotsinlapinkoira ,ruoŧasámebeana
http://urn.fi/URN:NBN:fi:au:lapponica:L1039 ,ruotsinsuomalaiset ,ruoŧasuopmelaččat
http://urn.fi/URN:NBN:fi:au:lapponica:L600 ,ruotujakolaitos ,ruohttojuohkovuogádat
http://urn.fi/URN:NBN:fi:au:lapponica:L1041 ,ruotusotilaat ,ruohttosoalddáhat
http://urn.fi/URN:NBN:fi:au:lapponica:L1042 ,ruotutorpat ,ruohttotoarppát
http://urn.fi/URN:NBN:fi:au:lapponica:L1043 ,ruska ,ruški
http://urn.fi/URN:NBN:fi:au:lapponica:L1044 ,ruskeakarhu ,ruškesguoža
http://urn.fi/URN:NBN:fi:au:lapponica:L944 ,russenorsk ,russenorsk
http://urn.fi/URN:NBN:fi:au:lapponica:L457 ,saaliit ,sállašat
http://urn.fi/URN:NBN:fi:au:lapponica:L27 ,saamelaiset ,sámit
http://urn.fi/URN:NBN:fi:au:lapponica:L1045 ,saamelaiskonferenssit ,sámekonfereanssat
http://urn.fi/URN:NBN:fi:au:lapponica:L1046 ,saamelaiskylät ,sámegilit
http://urn.fi/URN:NBN:fi:au:lapponica:L1047 ,saamelaiskysymys ,sámegažaldat
http://urn.fi/URN:NBN:fi:au:lapponica:L46 ,saamelaisliike ,sámelihkadus
http://urn.fi/URN:NBN:fi:au:lapponica:L221 ,saamelaisuus ,sápmelašvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L7 ,saamen kieli ,sámegiella
http://urn.fi/URN:NBN:fi:au:lapponica:L360 ,saamenkielinen kirjallisuus ,sámegielat girjjálašvuohta
http://urn.fi/URN:NBN:fi:au:lapponica:L707 ,saarnaajat ,sárdnealbmát
http://urn.fi/URN:NBN:fi:au:lapponica:L1050 ,saastuminen ,nuoskun
http://urn.fi/URN:NBN:fi:au:lapponica:L1053 ,Saattopora ,Saattopora (Y)
http://urn.fi/URN:NBN:fi:au:lapponica:L1176 ,Saha ,Saha
http://urn.fi/URN:NBN:fi:au:lapponica:L876 ,saivo ,sáiva
http://urn.fi/URN:NBN:fi:au:lapponica:L1055 ,salakuljetus ,suollemasbivdu
http://urn.fi/URN:NBN:fi:au:lapponica:L834 ,salametsästys ,
http://urn.fi/URN:NBN:fi:au:lapponica:L762 ,Sallan kapina ,Salla stuibmi
http://urn.fi/URN:NBN:fi:au:lapponica:L888 ,samaanit ,šamánat
http://urn.fi/URN:NBN:fi:au:lapponica:L216 ,samanismi ,šamanisma
http://urn.fi/URN:NBN:fi:au:lapponica:L883 ,samojedikielet ,samojedagielat
http://urn.fi/URN:NBN:fi:au:lapponica:L28 ,samojedit ,samojedat
http://urn.fi/URN:NBN:fi:au:lapponica:L847 ,savotat ,savohtat
http://urn.fi/URN:NBN:fi:au:lapponica:L442 ,seidat ,sieiddit
http://urn.fi/URN:NBN:fi:au:lapponica:L472 ,seiti ,sáidi
http://urn.fi/URN:NBN:fi:au:lapponica:L943 ,sekakielet ,seahkalasgielat
http://urn.fi/URN:NBN:fi:au:lapponica:L29 ,selkupit ,selkupat
http://urn.fi/URN:NBN:fi:au:lapponica:L1036 ,setlementtiliike ,setlemeantalihkadus
http://urn.fi/URN:NBN:fi:au:lapponica:L1058 ,seurat (uskonnolliset tilaisuudet) ,čoakkálmasat (kristtalaš dilálašvuođat)
http://urn.fi/URN:NBN:fi:au:lapponica:L1059 ,seutukaavoitus ,eanaguovllu lávvaplánen
http://urn.fi/URN:NBN:fi:au:lapponica:L79 ,seutusuunnittelu ,eanaguovlluplánen
http://urn.fi/URN:NBN:fi:au:lapponica:L1060 ,shamaanit ,šhamánat
http://urn.fi/URN:NBN:fi:au:lapponica:L1061 ,shamanismi ,šhamanisma
http://urn.fi/URN:NBN:fi:au:lapponica:L684 ,siidat ,siiddat
http://urn.fi/URN:NBN:fi:au:lapponica:L473 ,siika ,čuovža
